borrower_id,age,borrower_type,state,household_size,income_month_1,income_month_2,income_month_3,income_month_4,income_month_5,income_month_6,employment_type,months_at_current_job,num_income_sources,upi_transactions_per_month,upi_avg_transaction_amount,upi_months_active,mobile_wallet_used,utility_bills_paid,utility_bills_total,rent_paid_on_time_months,total_rental_months,same_number_since_year,avg_monthly_recharge_amount,recharge_frequency_per_month,ecomm_orders_per_month,ecomm_return_rate,prepaid_orders_ratio,survey_q1,survey_q2,survey_q3,survey_q4,survey_q5,survey_q6,survey_q7,survey_q8,loan_amount_requested,loan_purpose,loan_tenure_months,default_probability,defaulted,avg_income,income_std,income_growth,income_stability_score,utility_payment_rate,rent_reliability_rate,payment_reliability_score,mobile_years,digital_trust_score
B07430,21,migrant,Delhi,3,15713.1,17718.48,21223.79,19637.82,15748.99,19161.15,daily-wage,3,1,28.0,1278.34,0.0,1.0,3,21,5.0,10.0,2021.0,422.02,1.03,2.5,0.367,0.3557757843479792,2.0,3.0,5.0,2.0,4.0,2.0,4.0,2.0,436900.0,consumption,51,0.4063,0,18200.555000000004,2216.2320695879303,21.94379212249652,87.82327203984752,0.14285714285714285,0.5,32.14285714285714,5.0,29.482364327191917
B07431,33,gig,Maharashtra,4,47016.63,27353.39,41381.43,35903.13,33617.44,40663.42,salaried-gig,19,4,59.6,2240.88,13.0,0.0,1,8,8.0,10.0,2014.0,560.04,2.4,8.6,0.326,0.4621772077779306,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,373600.0,consumption,46,0.3621,0,37655.90666666667,6871.260300825945,-13.512686893977726,81.75250336779584,0.125,0.8,46.25,12.0,49.204352652628515
B07432,39,gig,Maharashtra,2,29045.86,20547.39,42689.52,28294.76,28158.44,17481.98,daily-wage,20,3,54.4,2232.77,15.0,0.0,8,14,13.0,18.0,2015.0,538.93,2.09,7.4,0.211,0.4512804445637156,3.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,341400.0,consumption,39,0.2963,0,27702.991666666665,8747.89877048521,-39.812489628470296,68.42254845345448,0.5714285714285714,0.7222222222222222,64.68253968253967,11.0,46.53486727624659
B07433,53,rural,Bihar,7,11548.75,9800.24,21425.93,11220.23,12625.7,20167.64,daily-wage,33,3,0.0,0.0,0.0,0.0,5,10,0.0,0.0,2017.0,253.07,1.99,5.5,0.305,0.1168441683872356,2.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,135000.0,business,21,0.5986,1,14464.748333333331,5003.013208407176,74.63050113648663,65.41237294203061,0.5,0.5,50.0,9.0,16.5
B07434,30,gig,Tamil Nadu,5,10853.79,30695.06,12128.05,20782.99,5935.08,20173.56,self-employed,16,2,17.3,698.41,8.0,0.0,9,14,7.0,14.0,2023.0,449.77,1.43,8.0,0.417,0.453904708722234,2.0,4.0,4.0,3.0,1.0,4.0,3.0,3.0,273900.0,medical,31,0.39,0,16761.42166666667,8894.266646143271,85.86650377425765,46.93608440248692,0.6428571428571429,0.5,57.14285714285714,3.0,16.012896547379306
B07435,38,gig,Karnataka,5,44032.89,35669.78,49516.31625,40460.1,33341.75,43410.8,self-employed,16,3,50.8,2056.89,17.0,1.0,17,19,6.0,17.0,2017.0,638.53,1.99,6.3,0.301,0.3874070911222934,2.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,399000.0,business,9,0.2281,0,41071.939374999994,5913.687505118305,-1.412784852413722,85.60163558110942,0.8947368421052632,0.35294117647058826,62.38390092879257,9.0,58.58195656471519
B07436,39,gig,Delhi,3,39743.08,28741.68,33531.4,20751.04,52827.94,10401.88,salaried-gig,15,3,54.5,2325.77,11.0,1.0,8,14,5.0,6.0,2015.0,533.06,1.94,6.3,0.317,0.6465631822013809,2.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,358900.0,education,33,0.3691,0,30999.503333333338,14790.078666784253,-73.8271920545665,52.289304419659246,0.5714285714285714,0.8333333333333334,70.23809523809523,11.0,57.955600162496715
B07437,39,gig,Maharashtra,2,14607.26,13552.98,18928.3,25645.84,14998.48,18742.41,daily-wage,7,2,65.2,1068.03,0.0,1.0,2,18,5.0,19.0,2021.0,518.54,0.65,3.5,0.45,0.0734232661987119,2.0,3.0,4.0,2.0,2.0,3.0,4.0,2.0,179300.0,consumption,39,0.4752,0,17745.87833333333,4467.216354135612,28.30886832985789,74.82673852358987,0.1111111111111111,0.2631578947368421,18.71345029239766,5.0,38.42157143881282
B07438,35,gig,Maharashtra,2,25136.18,23767.23,27059.91,25313.1,10473.58,19775.79,daily-wage,12,2,51.7,1468.19,4.0,0.0,2,10,2.0,9.0,2021.0,541.29,1.26,8.1,0.376,0.1458551059447114,3.0,2.0,4.0,3.0,2.0,3.0,4.0,3.0,423200.0,business,13,0.523,0,21920.965,6120.5561289240695,-21.325396301267734,72.07898407335594,0.2,0.2222222222222222,21.11111111111111,5.0,25.023564195977993
B07439,40,gig,Maharashtra,4,28032.71,28761.12,14599.41,7768.71,34356.63,33957.01,salaried-gig,16,2,54.4,2172.61,20.0,1.0,1,7,8.0,24.0,2018.0,438.29,1.17,7.4,0.313,0.7641889078121199,3.0,2.0,4.0,3.0,5.0,3.0,4.0,2.0,148400.0,consumption,16,0.5531,0,24579.265000000003,10910.04515541847,21.13352579896843,55.612809596143464,0.14285714285714285,0.3333333333333333,23.809523809523807,8.0,57.16889991027922
B07440,36,gig,Karnataka,5,32586.35,31958.65,31239.24,25264.14,25877.04,27846.77,salaried-gig,27,4,98.6,2528.66,27.0,1.0,17,19,15.0,23.0,2013.0,533.71,1.79,12.1,0.151,0.6096090679043689,4.0,4.0,2.0,3.0,4.0,5.0,2.0,4.0,10200.0,consumption,45,0.1283,0,29128.698333333334,3211.535486046615,-14.54467898368488,88.9746687294588,0.8947368421052632,0.6521739130434783,77.34553775743707,13.0,84.9067284067284
B07441,32,migrant,Karnataka,3,22050.23,21000.28,17223.96,28203.44,21672.83,21464.15,salaried-gig,12,2,4.4,1654.51,11.0,1.0,1,7,4.0,14.0,2019.0,498.69,1.43,7.0,0.382,0.4808344316134048,3.0,2.0,4.0,3.0,3.0,3.0,4.0,4.0,349200.0,business,24,0.529,0,21935.815,3540.187740573937,-2.6579314592183305,83.86115245513359,0.14285714285714285,0.2857142857142857,21.428571428571427,7.0,35.83275981551844
B07442,40,rural,Bihar,6,11440.26,13594.91,22646.2,12394.76,11280.79,19115.21,daily-wage,30,3,29.4,1685.33,15.0,0.0,17,19,0.0,0.0,2016.0,319.69,1.85,14.7,0.176,0.3952089585477879,3.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,272300.0,medical,44,0.5493,0,15078.688333333334,4703.785750194907,67.08719906715406,68.80507345060911,0.8947368421052632,0.8947368421052632,89.47368421052632,10.0,37.08358044564941
B07443,47,rural,Bihar,7,7992.4,13134.3,16529.35,10292.11,9354.38,19532.3,seasonal,30,2,0.0,0.0,0.0,0.0,18,22,0.0,0.0,2019.0,489.55,1.18,7.8,0.293,0.6521962820968933,3.0,3.0,3.0,3.0,4.0,3.0,4.0,2.0,285200.0,consumption,15,0.5378,0,12805.806666666665,4485.940171128753,144.38591662078974,64.9694838607427,0.8181818181818182,0.8181818181818182,81.81818181818183,7.0,10.307692307692308
B07444,53,rural,Uttar Pradesh,7,12695.5,10591.39,23544.82,10620.78,12788.71,23408.11,daily-wage,36,2,32.9,2443.39,19.0,1.0,3,6,8.0,21.0,2019.0,277.69,1.75,0.0,0.0,0.5221343488601424,4.0,3.0,4.0,2.0,2.0,3.0,4.0,3.0,461400.0,agriculture,31,0.5733,0,15608.218333333332,6169.353596821686,84.38115867827183,60.47368466363488,0.5,0.38095238095238093,44.047619047619044,7.0,51.09244824762066
B07445,27,gig,Karnataka,5,33872.7,38095.25,46810.19,31523.19,25109.05,37803.86,salaried-gig,29,3,72.4,2610.54,23.0,0.0,15,18,16.0,21.0,2017.0,651.53,2.48,6.1,0.298,0.7148963008316064,4.0,4.0,2.0,4.0,3.0,4.0,2.0,3.0,315100.0,business,17,0.3122,0,35535.706666666665,7299.18908469336,11.605688356700245,79.45956400090343,0.8333333333333334,0.7619047619047619,79.76190476190477,9.0,56.05116908565185
B07446,24,gig,Karnataka,3,14487.2,25819.34,25622.04,24159.09,8052.12,16553.2,self-employed,10,1,32.6,774.83,0.0,0.0,0,19,0.0,0.0,2022.0,482.82,1.33,1.5,0.454,0.2563069354534992,3.0,2.0,5.0,2.0,3.0,1.0,4.0,3.0,481200.0,consumption,57,0.656,1,19115.498333333333,7253.954132880678,14.260864763377326,62.05197475688438,0.0,0.0,0.0,4.0,15.383862642483333
B07447,25,gig,Karnataka,4,25150.27,40367.87,42211.82,32251.38,40315.79,48018.18,salaried-gig,22,4,71.5,3494.74,21.0,1.0,8,13,2.0,6.0,2019.0,535.09,2.29,13.0,0.295,0.924607452986807,4.0,5.0,1.0,3.0,4.0,4.0,3.0,3.0,194900.0,education,21,0.4482,0,38052.551666666666,8089.730190767591,90.92510736465255,78.74063673408254,0.6153846153846154,0.3333333333333333,47.43589743589743,7.0,65.4766943215219
B07448,50,rural,Madhya Pradesh,5,5955.91,10349.56,13997.53,6870.04,11123.96,18568.63,seasonal,18,2,8.1,1407.2,4.0,0.0,4,22,2.0,15.0,2021.0,298.88,0.72,8.9,0.394,0.0015344981104273,2.0,3.0,5.0,2.0,2.0,2.0,3.0,2.0,232000.0,education,46,0.5583,0,11144.271666666667,4670.80961076093,211.76814290343543,58.08779837329645,0.18181818181818182,0.13333333333333333,15.75757575757576,5.0,10.756519963416515
B07449,55,rural,Odisha,6,8241.24,8479.6,14295.74,5753.7,10045.26,13438.59,seasonal,22,2,0.0,0.0,0.0,0.0,5,13,0.0,10.0,2021.0,304.08,1.18,4.7,0.391,0.10493226153147,2.0,3.0,4.0,3.0,2.0,2.0,4.0,3.0,418100.0,agriculture,41,0.6764,1,10042.355000000001,3277.3307649594967,63.06514553635133,67.3649182392029,0.38461538461538464,0.0,19.230769230769234,5.0,7.230769230769231
B07450,28,rural,Bihar,4,5910.88,5051.02,12708.44,5875.53,6764.75,12846.7,seasonal,14,1,0.0,0.0,0.0,0.0,4,18,0.0,21.0,2021.0,317.09,0.92,0.0,0.0,0.5221343488601424,2.0,2.0,4.0,3.0,1.0,3.0,5.0,2.0,224400.0,agriculture,31,0.8054,1,8192.886666666667,3592.681374258879,117.33988847684272,56.1487724604326,0.2222222222222222,0.0,11.11111111111111,5.0,6.230769230769232
B07451,43,rural,Odisha,4,16720.46,12747.35,25141.83,13077.39,21253.24,25760.09,daily-wage,39,3,60.2,2297.46,15.0,0.0,7,12,11.0,17.0,2014.0,476.1,2.27,9.6,0.264,0.564212688315331,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,445200.0,business,58,0.2144,0,19116.726666666666,5792.84862934521,54.063285340235865,69.6974867593517,0.5833333333333334,0.6470588235294118,61.51960784313726,12.0,50.38725812863744
B07452,32,gig,Delhi,2,32263.62,20923.25,9443.9,30397.94,10512.69,37704.33,salaried-gig,16,3,31.5,1903.24,16.0,0.0,14,16,9.0,21.0,2018.0,342.57,1.61,7.7,0.284,0.2257352706314301,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,186300.0,business,6,0.5438,0,23540.954999999998,11823.868634532017,16.863296803024593,49.77319894400198,0.875,0.42857142857142855,65.17857142857143,8.0,34.4282950662261
B07453,50,rural,Bihar,6,11998.11,14022.56,20547.67,13725.48,14054.98,20773.41,seasonal,37,2,0.0,0.0,0.0,0.0,1,9,6.0,13.0,2019.0,456.32,1.96,0.0,0.0,0.5221343488601424,3.0,2.0,3.0,3.0,4.0,3.0,4.0,2.0,42300.0,business,28,0.452,0,15853.701666666666,3800.5331941579807,73.1390193955548,76.0274712236523,0.1111111111111111,0.46153846153846156,28.63247863247863,7.0,13.30769230769231
B07454,25,gig,Telangana,5,26873.13,29330.87,29016.59,34157.08,37286.2,30709.33,daily-wage,14,2,27.3,1357.77,9.0,0.0,4,14,13.0,22.0,2023.0,537.17,1.24,5.8,0.467,0.3571647961623412,2.0,3.0,5.0,2.0,3.0,2.0,3.0,3.0,292900.0,agriculture,60,0.3086,0,31228.86666666667,3821.1160696983097,14.27522584827298,87.7641538820974,0.2857142857142857,0.5909090909090909,43.83116883116883,3.0,18.835602421809316
B07455,48,rural,Madhya Pradesh,6,13650.72,14157.65,20180.23,11397.03,11755.11,23899.11,daily-wage,41,3,56.8,1947.66,18.0,0.0,20,24,5.0,6.0,2015.0,353.56,1.96,9.6,0.271,0.6453431502876851,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,360500.0,agriculture,22,0.3315,0,15839.974999999999,5056.409944123399,75.07582017651816,68.07816966804936,0.8333333333333334,0.8333333333333334,83.33333333333334,11.0,48.97861039240349
B07456,32,rural,Madhya Pradesh,6,8591.76,9346.61,12976.83,9132.92,9358.64,15127.72,daily-wage,19,1,31.6,922.23,15.0,0.0,2,6,0.0,20.0,2019.0,137.71,0.87,0.0,0.0,0.5221343488601424,2.0,2.0,5.0,2.0,1.0,2.0,3.0,1.0,207600.0,agriculture,13,0.6642,1,10755.746666666668,2657.1164772336697,76.07242287959626,75.29584361196989,0.3333333333333333,0.0,16.666666666666664,7.0,29.314062917511198
B07457,26,gig,Maharashtra,4,36427.66,54841.05125,34544.28,39227.03,28946.5,39237.34,self-employed,29,4,105.3,2778.82,20.0,1.0,10,13,11.0,15.0,2019.0,693.86,2.47,10.1,0.171,0.8357969160963928,4.0,4.0,3.0,4.0,2.0,3.0,3.0,4.0,312900.0,agriculture,24,0.181,0,38870.643541666665,8700.455333897775,7.713040036060489,77.61689917849833,0.7692307692307693,0.7333333333333333,75.12820512820512,7.0,74.86156605122123
B07458,44,rural,Rajasthan,7,7037.27,4866.87,6564.48,4726.04,5276.9,9961.91,seasonal,5,1,0.0,0.0,0.0,0.0,7,24,0.0,0.0,2024.0,382.93,0.62,0.0,0.0,0.5221343488601424,2.0,1.0,4.0,2.0,2.0,2.0,3.0,2.0,399500.0,medical,42,0.5656,0,6405.578333333334,1976.571079070183,41.559297852718444,69.14297232484837,0.2916666666666667,0.2916666666666667,29.166666666666668,2.0,0.4615384615384615
B07459,33,gig,Telangana,4,26551.43,21114.8,27200.42,28590.25,24778.47,14833.54,salaried-gig,17,2,24.8,878.22,14.0,1.0,10,18,0.0,0.0,2020.0,340.77,1.07,2.9,0.307,0.6191788549224662,1.0,2.0,3.0,2.0,3.0,2.0,5.0,3.0,96100.0,education,29,0.3748,0,23844.818333333333,5111.414162407177,-44.13280188675336,78.5638368430688,0.5555555555555556,0.5555555555555556,55.55555555555556,6.0,40.8860448343207
B07460,28,gig,Delhi,4,18957.68,17817.11,25919.86,33796.24,8094.24,21410.02,daily-wage,17,3,19.9,1310.02,10.0,1.0,10,17,2.0,19.0,2020.0,539.74,1.19,6.1,0.412,0.0934271474936578,2.0,2.0,4.0,2.0,2.0,3.0,4.0,2.0,108800.0,consumption,56,0.4927,0,20999.19166666667,8590.429488090607,12.935865570048657,59.09161826582719,0.5882352941176471,0.10526315789473684,34.6749226006192,6.0,36.947289585220624
B07461,32,rural,Madhya Pradesh,5,14092.46,10238.31,24835.7,12470.8,10550.61,26116.61,seasonal,33,2,0.0,0.0,0.0,0.0,4,8,10.0,20.0,2017.0,185.62,1.72,8.1,0.291,0.3814420324249559,4.0,2.0,4.0,2.0,2.0,4.0,4.0,3.0,19900.0,medical,57,0.4234,0,16384.08166666667,7190.509919913655,85.32328635312786,56.11282910935002,0.5,0.5,50.0,9.0,15.461538461538463
B07462,34,gig,Delhi,5,25676.49,5752.02,21276.73,16447.84,20011.25,11701.28,self-employed,5,2,0.6,994.68,10.0,0.0,8,16,0.0,0.0,2021.0,399.04,0.71,2.1,0.376,0.0312724605757574,2.0,1.0,3.0,3.0,2.0,2.0,3.0,1.0,47300.0,agriculture,59,0.4608,0,16810.935,7173.889038932091,-54.4280390349304,57.32605569569991,0.5,0.5,50.0,5.0,13.166588459691908
B07463,40,gig,Tamil Nadu,3,33738.38,44961.15,21695.06,47097.52,11932.56,36035.39,daily-wage,25,2,25.5,1833.66,19.0,1.0,9,10,7.0,8.0,2017.0,653.88,1.89,4.1,0.28,0.1942968975054897,3.0,3.0,3.0,3.0,4.0,3.0,2.0,5.0,281400.0,medical,44,0.3563,0,32576.676666666666,13580.364189809736,6.8082996279015235,58.31261632741829,0.9,0.875,88.75,9.0,52.6388673457639
B07464,34,migrant,Maharashtra,4,19187.05,18404.34,17445.49,23439.11,21355.07,26759.98,daily-wage,14,2,43.0,1777.73,4.0,0.0,5,16,9.0,22.0,2019.0,362.89,2.04,6.0,0.334,0.6808598459555738,3.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,279500.0,education,38,0.3676,0,21098.506666666664,3517.193779004316,39.468964744450034,83.32965534209538,0.3125,0.4090909090909091,36.07954545454546,7.0,28.668054840468635
B07465,23,gig,Tamil Nadu,5,15447.36,16352.03,21378.86,10300.57,8378.25,17742.94,salaried-gig,7,1,16.5,1136.56,8.0,0.0,6,22,1.0,10.0,2023.0,531.93,1.1,0.0,0.0,0.5221343488601424,2.0,2.0,4.0,3.0,2.0,2.0,4.0,2.0,30300.0,education,37,0.5623,0,14933.335000000001,4819.693784624704,14.860662274977718,67.72526843719301,0.2727272727272727,0.1,18.636363636363633,3.0,14.51999383033866
B07466,34,gig,Telangana,5,16137.57,29773.38,32352.91,24118.19,12614.5,23764.39,self-employed,15,3,63.3,1742.25,9.0,1.0,4,9,4.0,15.0,2018.0,567.36,1.7,1.2,0.372,0.5243181824503244,3.0,2.0,3.0,3.0,4.0,3.0,2.0,4.0,385900.0,business,25,0.4612,0,23126.823333333334,7616.36782000887,47.261266721073866,67.06695203992332,0.4444444444444444,0.26666666666666666,35.55555555555555,8.0,53.36237853479233
B07467,37,gig,Telangana,3,18951.76,10401.32,10858.18,15567.18,23574.7,17892.34,self-employed,7,3,15.5,1027.83,8.0,1.0,2,7,2.0,8.0,2022.0,434.43,1.93,1.4,0.38,0.2518723783264496,3.0,3.0,4.0,2.0,2.0,1.0,3.0,2.0,80400.0,business,6,0.5747,0,16207.58,5047.420032689968,-5.5900876752343756,68.85765775834535,0.2857142857142857,0.25,26.785714285714285,4.0,33.97117312634554
B07468,24,gig,Maharashtra,3,28495.63,25648.36,20370.14,25503.57,37486.77,24439.62,salaried-gig,26,4,85.5,2598.33,29.0,1.0,15,23,0.0,0.0,2018.0,449.56,1.9,9.8,0.2,0.9347583480594024,3.0,4.0,4.0,4.0,5.0,3.0,3.0,5.0,160700.0,consumption,17,0.1864,0,26990.681666666667,5775.561547421745,-14.23379655055881,78.60164623202337,0.6521739130434783,0.6521739130434783,65.21739130434783,8.0,75.49002100726238
B07469,36,gig,Delhi,5,28613.47,33519.16,33551.22,24328.21,31198.04,31346.84,self-employed,28,4,73.3,2424.0,11.0,1.0,14,19,0.0,0.0,2015.0,577.13,2.21,10.4,0.219,0.5852249109149094,4.0,3.0,2.0,4.0,4.0,3.0,2.0,5.0,445400.0,education,48,0.3341,0,30426.156666666666,3499.9125314479893,9.552738622753546,88.49702718029349,0.7368421052631579,0.7368421052631579,73.68421052631578,11.0,64.2503524744904
B07470,30,rural,Bihar,7,7963.57,6803.23,13004.54,6550.75,6800.7,16005.71,daily-wage,16,1,0.0,0.0,0.0,0.0,6,9,0.0,0.0,2022.0,274.95,1.1,2.7,0.44,0.1429407510149692,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,368600.0,business,47,0.5331,0,9521.416666666666,4005.5160168031616,100.98661781085619,57.93151211598594,0.6666666666666666,0.6666666666666666,66.66666666666666,4.0,5.384615384615385
B07471,31,rural,Odisha,6,14733.28,9507.44,23461.31,13187.48,12312.14,20185.05,seasonal,27,2,29.1,1941.74,8.0,0.0,5,17,0.0,0.0,2018.0,398.23,1.48,0.0,0.0,0.5221343488601424,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,177500.0,education,26,0.4626,0,15564.449999999999,5240.535519307164,37.00309774877012,66.33009506081382,0.29411764705882354,0.29411764705882354,29.411764705882355,8.0,27.196673162190404
B07472,54,rural,Odisha,7,14511.56,14991.76,26434.66,13133.62,12755.01,24096.35,daily-wage,36,3,57.9,2500.9,13.0,1.0,5,7,4.0,11.0,2015.0,369.81,1.49,0.0,0.0,0.5221343488601424,2.0,4.0,3.0,3.0,4.0,4.0,2.0,3.0,388300.0,medical,51,0.3808,0,17653.826666666664,6000.004211890743,66.04934273089867,66.01301052071764,0.7142857142857143,0.36363636363636365,53.896103896103895,11.0,58.69058822507098
B07473,35,rural,Madhya Pradesh,5,6248.59,5906.63,10976.89,6430.65,5631.03,9554.91,daily-wage,12,1,0.0,542.25,4.0,0.0,4,14,5.0,24.0,2023.0,231.25,1.05,2.0,0.404,0.0160283074241729,2.0,2.0,4.0,2.0,1.0,3.0,4.0,1.0,150400.0,consumption,45,0.495,0,7458.116666666666,2237.9592099470146,52.913057185701085,69.99297128255773,0.2857142857142857,0.20833333333333334,24.702380952380953,3.0,6.6841491841491845
B07474,40,rural,Madhya Pradesh,7,18073.95,18496.75,36645.43,20755.54,20969.44,33645.24,daily-wage,51,3,77.2,2866.85,24.0,0.0,23,24,11.0,11.0,2019.0,511.73,2.61,13.4,0.216,0.992736231853336,5.0,4.0,2.0,4.0,4.0,4.0,2.0,5.0,450500.0,consumption,25,0.3114,0,24764.391666666666,8179.8096627278965,86.15322051903428,66.9694706301303,0.9583333333333334,1.0,97.91666666666667,7.0,55.5738534531638
B07475,31,gig,Delhi,3,50615.1,36919.21,31769.48,32412.0,28394.13,22832.7,salaried-gig,28,3,53.9,2736.82,14.0,1.0,12,13,18.0,21.0,2015.0,577.17,2.36,12.3,0.206,0.3611958271108451,3.0,4.0,3.0,3.0,5.0,3.0,3.0,3.0,310500.0,business,17,0.199,0,33823.77,9466.026876932052,-54.88954877101892,72.01368482303405,0.9230769230769231,0.8571428571428571,89.01098901098901,11.0,61.67595808975119
B07476,33,gig,Delhi,4,32500.46,38328.9,25526.74,16571.24,42048.94,26641.64,salaried-gig,19,2,68.6,1799.91,7.0,0.0,9,21,10.0,16.0,2017.0,570.85,1.58,10.3,0.35,0.7749875944743733,3.0,3.0,2.0,2.0,2.0,2.0,3.0,4.0,399200.0,business,28,0.4986,0,30269.65333333334,9294.985584485146,-18.026883311805435,69.2927253506092,0.42857142857142855,0.625,52.67857142857143,9.0,39.405976750804335
B07477,35,rural,Rajasthan,6,14249.87,14580.82,27316.45,15808.65,12695.19,14363.92,self-employed,41,2,57.8,1992.6,5.0,1.0,17,20,12.0,16.0,2015.0,310.95,1.85,10.1,0.297,0.8739808800971758,2.0,4.0,3.0,4.0,5.0,3.0,3.0,4.0,24300.0,agriculture,30,0.2337,0,16502.483333333334,5389.977221011854,0.8003581787061866,67.3383871255022,0.85,0.75,80.0,11.0,53.986638555604074
B07478,22,gig,Telangana,5,34183.84,21840.96,41772.33,27120.79,39503.95,31553.1,self-employed,24,2,43.4,2008.75,21.0,1.0,7,13,2.0,17.0,2024.0,487.49,2.2,8.4,0.236,0.3621219165893865,4.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,116100.0,business,43,0.3863,0,32662.495,7498.746057609233,-7.695858627936471,77.04172306001354,0.5384615384615384,0.11764705882352941,32.80542986425339,2.0,49.581755616238375
B07479,30,gig,Tamil Nadu,5,12218.58,34378.62,32852.04,39676.98,26632.2,25804.89,daily-wage,14,3,19.1,1472.06,8.0,0.0,6,17,8.0,15.0,2020.0,481.07,1.35,4.2,0.349,0.4164108020326902,2.0,1.0,4.0,3.0,3.0,3.0,4.0,3.0,437600.0,education,13,0.5737,0,28593.885,9531.079191734272,111.19385395029538,66.6674214023933,0.35294117647058826,0.5333333333333333,44.31372549019608,6.0,20.82385073764384
B07480,53,rural,Rajasthan,7,17264.83,15151.71,27773.28,18777.35,17684.01,25327.21,seasonal,47,3,90.6,3433.76,16.0,0.0,7,7,0.0,0.0,2014.0,431.66,1.93,0.0,0.0,0.5221343488601424,3.0,3.0,2.0,4.0,4.0,4.0,3.0,4.0,65100.0,consumption,29,0.2602,0,20329.731666666663,5019.889721220643,46.69828779084414,75.30764397913117,1.0,1.0,100.0,12.0,58.336675595296285
B07481,28,gig,Delhi,2,18033.15,18591.46,26648.21,30812.38,28633.8,21114.3,daily-wage,14,2,53.8,2351.71,9.0,1.0,11,18,8.0,17.0,2021.0,630.33,1.79,5.3,0.364,0.1468215641907383,3.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,89600.0,medical,50,0.332,0,23972.216666666664,5441.909164455676,17.086033222149194,77.29909903566555,0.6111111111111112,0.47058823529411764,54.08496732026145,5.0,46.43704338531925
B07482,24,gig,Telangana,2,31978.2,18637.97,19578.87,30325.25,35117.4,21374.32,salaried-gig,25,3,29.4,2325.42,14.0,1.0,8,15,5.0,16.0,2020.0,571.81,2.11,9.5,0.297,0.6984407817408032,3.0,3.0,3.0,4.0,2.0,3.0,3.0,4.0,484900.0,business,45,0.5031,0,26168.668333333335,7130.641810982843,-33.15971505588182,72.75122402044465,0.5333333333333333,0.3125,42.291666666666664,6.0,46.1721585342275
B07483,52,rural,Rajasthan,7,9635.21,7022.63,21509.88,12653.12,13192.6,20861.59,daily-wage,29,2,0.0,0.0,0.0,0.0,11,20,18.0,22.0,2019.0,264.1,1.34,0.0,0.0,0.5221343488601424,3.0,2.0,4.0,4.0,2.0,3.0,3.0,3.0,23300.0,agriculture,19,0.4629,0,14145.838333333333,5891.5730731458025,116.51411852985044,58.351191818282935,0.55,0.8181818181818182,68.4090909090909,7.0,10.923076923076923
B07484,24,migrant,Delhi,1,32820.97,28217.88,29122.06,34089.63,29305.31,31846.55,salaried-gig,10,4,71.2,3165.46,28.0,1.0,16,20,10.0,13.0,2019.0,665.27,2.24,16.3,0.077,0.7666809899218884,3.0,4.0,1.0,3.0,4.0,4.0,3.0,3.0,156000.0,business,57,0.2009,0,30900.399999999998,2351.9224372585068,-2.9688945817262615,92.38869905483908,0.8,0.7692307692307693,78.46153846153847,7.0,70.50353995181581
B07485,31,migrant,Gujarat,4,21075.75,23540.13,16017.5,15853.62,29554.93,29936.39,salaried-gig,8,2,57.9,1458.89,15.0,0.0,1,10,2.0,20.0,2018.0,543.35,2.16,7.4,0.339,0.6290909656310045,4.0,2.0,2.0,3.0,1.0,3.0,3.0,4.0,436300.0,consumption,45,0.4755,0,22663.053333333333,6232.494637522496,42.04187276846613,72.49931619604142,0.1,0.1,10.0,8.0,43.167278201760965
B07486,46,rural,Uttar Pradesh,6,12628.4,12133.2,24918.74,15015.42,14567.05,32403.75,self-employed,38,3,0.0,0.0,0.0,0.0,13,21,0.0,0.0,2013.0,417.96,2.34,0.0,0.0,0.5221343488601424,2.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,432700.0,agriculture,50,0.5599,0,18611.093333333334,8210.513493768016,156.59426372303696,55.8837659523065,0.6190476190476191,0.6190476190476191,61.904761904761905,13.0,24.0
B07487,51,rural,Bihar,5,11427.28,15010.47,18225.34,12972.72,8701.39,21082.09,daily-wage,30,3,0.0,0.0,0.0,0.0,5,8,9.0,10.0,2016.0,356.84,2.18,0.0,0.0,0.5221343488601424,4.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,313000.0,agriculture,35,0.4451,0,14569.881666666666,4535.006420050215,84.48913477222926,68.87410259188643,0.625,0.9,76.25,10.0,18.76923076923077
